,grid_topology,pv_penetration,hp_penetration,ev_penetration,lem_with_lem,average_energy_price_with_lem,avg_share_balancing_energy_with_lem,avg_normalized_market_energy_with_lem,avg_ratio_gen_dem_with_lem,avg_ratio_hp_hh_with_lem,avg_ratio_pv_hp_with_lem,peak_power_with_lem,season_with_lem,max_loads_with_lem,grid_topology_without_lem,lem_without_lem,average_energy_price_without_lem,avg_share_balancing_energy_without_lem,avg_normalized_market_energy_without_lem,avg_ratio_gen_dem_without_lem,avg_ratio_hp_hh_without_lem,avg_ratio_pv_hp_without_lem,peak_power_without_lem,season_without_lem,max_loads_without_lem,average_energy_price_ratio,peak_power_ratio,max_loads_ratio
73,Urban,0.5,1.0,0.75,True,0.2805,0.1682,0.5786,0.5261,0.8401,3.0264,-1143.86,winter,825.41,Urban,False,0.2991,0.0,0.5913,0.5633,0.7959,3.8346,-1103.972,winter,849.29,0.937813440320963,1.0361313511574568,0.9718823958836205
74,Urban,0.5,1.0,1.0,True,0.2843,0.166,0.5966,0.5108,0.841,2.9925,-1146.98,winter,833.05,Urban,False,0.3008,0.0,0.6019,0.5519,0.7959,3.8346,-1103.972,winter,852.5,0.9451462765957447,1.038957509791915,0.9771847507331378
75,Urban,0.75,0.0,0.0,True,0.2475,0.2402,0.2867,0.7648,0.0,inf,752.6519999999999,transition,494.13,Urban,False,0.2472,0.0,0.2723,0.7617,0.0,inf,592.8960000000001,transition,512.39,1.0012135922330097,1.269450291450777,0.9643630828080173
76,Urban,0.75,0.0,0.25,True,0.2357,0.2335,0.3081,0.8167,0.0,inf,920.62,transition,531.42,Urban,False,0.2414,0.0,0.2927,0.8295,0.0,inf,687.4159999999999,transition,602.3,0.976387738193869,1.3392472680298395,0.8823177818362942
77,Urban,0.75,0.0,0.5,True,0.2342,0.2215,0.3092,0.7777,0.0,inf,736.764,transition,465.98,Urban,False,0.2433,0.0,0.2983,0.8069,0.0,inf,684.176,transition,594.84,0.9625976161117962,1.0768632632538995,0.7833703180687244
78,Urban,0.75,0.0,0.75,True,0.2327,0.2043,0.3131,0.7475,0.0,inf,664.244,transition,419.77,Urban,False,0.245,0.0,0.3033,0.7879,0.0,inf,684.176,transition,589.13,0.9497959183673469,0.9708671452959472,0.7125252490961248
79,Urban,0.75,0.0,1.0,True,0.2369,0.1827,0.3399,0.7243,0.0,inf,772.128,transition,414.62,Urban,False,0.2489,0.0,0.3139,0.7675,0.0,inf,684.176,transition,582.19,0.9517878666130976,1.128551717686677,0.712173001940947
80,Urban,0.75,0.25,0.0,True,0.2378,0.2503,0.4303,0.9928,0.2188,16.7557,1191.724,transition,805.27,Urban,False,0.2509,0.0,0.4336,1.0086,0.2035,24.8421,1029.408,transition,907.28,0.9477879633320048,1.1576789766545432,0.8875650295388414
81,Urban,0.75,0.25,0.25,True,0.232,0.2468,0.439,0.9896,0.2189,17.6227,1068.032,transition,793.51,Urban,False,0.2466,0.0,0.4418,1.0239,0.2035,26.2928,1058.2279999999998,transition,947.53,0.9407948094079481,1.0092645441247066,0.8374510569586188
82,Urban,0.75,0.25,0.5,True,0.2297,0.2365,0.44,0.9463,0.219,17.5713,902.74,summer,736.5,Urban,False,0.247,0.0,0.4445,0.9978,0.2035,26.2928,1056.744,transition,939.82,0.9299595141700404,0.854265555328443,0.7836607009852951
