,grid_topology,pv_penetration,hp_penetration,ev_penetration,lem_with_lem,average_energy_price_with_lem,avg_share_balancing_energy_with_lem,avg_normalized_market_energy_with_lem,avg_ratio_gen_dem_with_lem,avg_ratio_hp_hh_with_lem,avg_ratio_pv_hp_with_lem,peak_power_with_lem,season_with_lem,max_loads_with_lem,grid_topology_without_lem,lem_without_lem,average_energy_price_without_lem,avg_share_balancing_energy_without_lem,avg_normalized_market_energy_without_lem,avg_ratio_gen_dem_without_lem,avg_ratio_hp_hh_without_lem,avg_ratio_pv_hp_without_lem,peak_power_without_lem,season_without_lem,max_loads_without_lem,average_energy_price_ratio,peak_power_ratio,max_loads_ratio
102,Rural,1.0,0.0,0.5,True,0.1757,0.2415,0.3382,1.6105,0.0,inf,260.044,summer,215.85,Rural,False,0.1866,0.0,0.3074,1.7773,0.0,inf,269.18,summer,252.25,0.9415862808145766,0.9660598855784233,0.8556987115956393
103,Rural,1.0,0.0,0.75,True,0.1731,0.2215,0.3368,1.5071,0.0,inf,257.616,summer,210.28,Rural,False,0.1868,0.0,0.3039,1.6807,0.0,inf,269.18,summer,250.38,0.9266595289079229,0.9570398989523738,0.8398434379742791
104,Rural,1.0,0.0,1.0,True,0.1745,0.2112,0.3401,1.4401,0.0,inf,276.264,summer,206.49,Rural,False,0.1906,0.0,0.3081,1.625,0.0,inf,269.18,summer,248.81,0.915529905561385,1.0263169626272384,0.8299103733772759
105,Rural,1.0,0.25,0.0,True,0.1721,0.2256,0.4892,1.9946,0.4028,13.8108,329.16,summer,303.42,Rural,False,0.1938,0.0,0.4726,2.2655,0.4,40.3342,377.068,summer,357.99,0.8880288957688338,0.8729459938260474,0.8475655744573871
106,Rural,1.0,0.25,0.25,True,0.1726,0.2179,0.5031,1.9033,0.4031,14.4368,388.64,summer,301.51,Rural,False,0.1971,0.0,0.4766,2.1759,0.4006,40.5072,378.472,summer,357.83,0.8756976154236429,1.0268659240313682,0.8426068244697202
107,Rural,1.0,0.25,0.5,True,0.1718,0.2064,0.501,1.7887,0.4009,14.6236,338.736,summer,295.05,Rural,False,0.2004,0.0,0.4801,2.0876,0.4006,40.5072,378.472,summer,356.67,0.8572854291417167,0.8950094062440551,0.8272352594835563
108,Rural,1.0,0.25,0.75,True,0.1703,0.1887,0.5056,1.6958,0.4023,14.512,339.24,summer,292.6,Rural,False,0.1997,0.0,0.4761,1.9826,0.4006,40.5072,378.472,summer,354.63,0.8527791687531298,0.896341076750724,0.8250853001720103
109,Rural,1.0,0.25,1.0,True,0.1704,0.1811,0.5068,1.6243,0.4035,14.358,397.96,transition,295.87,Rural,False,0.2024,0.0,0.48,1.9167,0.4006,40.5072,378.472,summer,352.66,0.841897233201581,1.0514912595911983,0.8389667101457494
110,Rural,1.0,0.5,0.0,True,0.1756,0.1984,0.5373,1.7932,0.8811,7.6063,324.276,summer,291.61,Rural,False,0.2074,0.0,0.5398,2.0544,0.8936,23.4985,376.904,summer,357.22,0.8466730954676953,0.8603676267696815,0.8163316723587705
111,Rural,1.0,0.5,0.25,True,0.1757,0.192,0.5491,1.7184,0.8794,7.8447,330.408,summer,294.2,Rural,False,0.21,0.0,0.5439,1.9772,0.8951,23.5939,378.312,summer,357.14,0.8366666666666667,0.8733743576730318,0.823766590132721
112,Rural,1.0,0.5,0.5,True,0.1786,0.1896,0.5577,1.6409,0.8715,8.1926,362.752,summer,291.67,Rural,False,0.2133,0.0,0.549,1.9095,0.8951,23.5939,378.312,summer,356.02,0.8373183309892172,0.9588699274672757,0.8192517274310432
113,Rural,1.0,0.5,0.75,True,0.1767,0.1772,0.5576,1.5632,0.8723,8.1706,328.46,summer,286.24,Rural,False,0.2122,0.0,0.5451,1.8192,0.8951,23.5939,378.312,summer,353.98,0.8327049952874647,0.8682251686438706,0.8086332561161648
114,Rural,1.0,0.5,1.0,True,0.177,0.1682,0.5602,1.5101,0.8712,8.2365,371.344,transition,280.64,Rural,False,0.2144,0.0,0.5489,1.759,0.8951,23.5939,378.312,summer,352.02,0.8255597014925372,0.9815813402694072,0.7972274302596444
115,Rural,1.0,0.75,0.0,True,0.1759,0.1778,0.5725,1.6282,1.3074,5.2266,-323.148,winter,283.25,Rural,False,0.2128,0.0,0.586,1.8633,1.3388,16.0445,375.736,summer,356.45,0.8265977443609023,0.8600400281048397,0.7946416047131435
116,Rural,1.0,0.75,0.25,True,0.1771,0.1764,0.578,1.5659,1.3099,5.3218,-326.732,winter,283.99,Rural,False,0.215,0.0,0.5897,1.7974,1.3374,16.1114,377.128,summer,356.38,0.8237209302325582,0.8663689781718675,0.7968741231269993
117,Rural,1.0,0.75,0.5,True,0.1786,0.1681,0.5948,1.4984,1.3006,5.5078,337.196,transition,286.7,Rural,False,0.2177,0.0,0.5948,1.7423,1.3374,16.1114,377.128,summer,355.26,0.8203950390445568,0.8941155257631362,0.8070145808703485
118,Rural,1.0,0.75,0.75,True,0.1798,0.1686,0.5938,1.4444,1.2893,5.7217,-342.792,winter,286.18,Rural,False,0.2185,0.0,0.5949,1.6684,1.3374,16.1114,377.128,summer,353.21,0.822883295194508,0.9089539890965401,0.8102262110359277
119,Rural,1.0,0.75,1.0,True,0.18,0.1589,0.5963,1.3992,1.2877,5.7386,361.98,transition,291.58,Rural,False,0.2205,0.0,0.5988,1.6131,1.3374,16.1114,377.128,summer,351.24,0.8163265306122449,0.95983326615897,0.8301446304521124
120,Rural,1.0,1.0,0.0,True,0.1751,0.1441,0.6017,1.4568,1.7446,3.7554,-432.552,winter,293.86,Rural,False,0.2175,0.0,0.6287,1.7256,1.7815,13.4867,374.572,summer,353.43,0.8050574712643679,1.1547900003203657,0.8314517726282432
121,Rural,1.0,1.0,0.25,True,0.1762,0.1435,0.6123,1.4105,1.7454,3.846,-436.936,winter,296.18,Rural,False,0.2195,0.0,0.6321,1.6661,1.7787,13.5442,375.976,summer,353.25,0.8027334851936219,1.162138008809073,0.8384430290162774
122,Rural,1.0,1.0,0.5,True,0.1782,0.1363,0.6231,1.3617,1.7373,3.9322,-436.832,winter,295.84,Rural,False,0.2217,0.0,0.6372,1.6188,1.7787,13.5442,375.976,summer,352.55,0.8037889039242219,1.1618613954082175,0.8391433839171748
123,Rural,1.0,1.0,0.75,True,0.1787,0.1354,0.6193,1.3126,1.727,4.0438,-452.996,winter,294.36,Rural,False,0.2223,0.0,0.6374,1.552,1.7787,13.5442,375.976,summer,351.16,0.8038686459739092,1.204853501287316,0.8382503702016175
124,Rural,1.0,1.0,1.0,True,0.1791,0.1314,0.6293,1.2735,1.7282,4.0524,-456.5,winter,298.66,Rural,False,0.2242,0.0,0.6414,1.4992,1.7787,13.5442,375.976,summer,349.11,0.7988403211418377,1.2141732451007512,0.8554896737418006
