,grid_topology,pv_penetration,hp_penetration,ev_penetration,lem_with_lem,average_energy_price_with_lem,avg_share_balancing_energy_with_lem,avg_normalized_market_energy_with_lem,avg_ratio_gen_dem_with_lem,avg_ratio_hp_hh_with_lem,avg_ratio_pv_hp_with_lem,peak_power_with_lem,season_with_lem,max_loads_with_lem,grid_topology_without_lem,lem_without_lem,average_energy_price_without_lem,avg_share_balancing_energy_without_lem,avg_normalized_market_energy_without_lem,avg_ratio_gen_dem_without_lem,avg_ratio_hp_hh_without_lem,avg_ratio_pv_hp_without_lem,peak_power_without_lem,season_without_lem,max_loads_without_lem,average_energy_price_ratio,peak_power_ratio,max_loads_ratio
18,Countryside,0.0,0.75,0.75,True,0.3804,0.1516,0.4708,0.0,1.8676,0.0,-134.392,winter,87.94,Countryside,False,0.3767,0.0,0.5042,0.0,1.7855,0.0,-114.456,winter,90.26,1.0098221396336609,1.174180471098064,0.9742964768446709
19,Countryside,0.0,0.75,1.0,True,0.3801,0.1513,0.4726,0.0,1.8676,0.0,-135.016,winter,88.51,Countryside,False,0.3767,0.0,0.51,0.0,1.7855,0.0,-115.976,winter,91.06,1.0090257499336341,1.1641718976339932,0.9719964858335164
20,Countryside,0.0,1.0,0.0,True,0.3802,0.1506,0.4876,0.0,2.1331,0.0,-150.144,winter,95.75,Countryside,False,0.3767,0.0,0.5319,0.0,2.0502,0.0,-131.552,winter,96.87,1.0092912131669765,1.141328144003892,0.9884381129348611
21,Countryside,0.0,1.0,0.25,True,0.38,0.1524,0.4914,0.0,2.1328,0.0,-150.144,winter,95.76,Countryside,False,0.3767,0.0,0.5368,0.0,2.0502,0.0,-131.552,winter,97.5,1.008760286700292,1.141328144003892,0.9821538461538462
22,Countryside,0.0,1.0,0.5,True,0.3797,0.1526,0.4978,0.0,2.1342,0.0,-150.144,winter,96.69,Countryside,False,0.3767,0.0,0.5439,0.0,2.0502,0.0,-131.552,winter,97.73,1.0079638970002656,1.141328144003892,0.9893584365087486
23,Countryside,0.0,1.0,0.75,True,0.3797,0.1576,0.5031,0.0,2.1394,0.0,-150.144,winter,97.42,Countryside,False,0.3767,0.0,0.55,0.0,2.0502,0.0,-131.552,winter,98.1,1.0079638970002656,1.141328144003892,0.9930682976554537
24,Countryside,0.0,1.0,1.0,True,0.3797,0.1581,0.5063,0.0,2.1419,0.0,-150.144,winter,98.3,Countryside,False,0.3767,0.0,0.5558,0.0,2.0502,0.0,-131.552,winter,98.65,1.0079638970002656,1.141328144003892,0.9964521033958438
25,Countryside,0.25,0.0,0.0,True,0.3413,0.248,0.1966,0.3469,0.0,inf,-21.264000000000003,winter,17.77,Countryside,False,0.3416,0.0,0.1894,0.3364,0.0,inf,-21.128,winter,17.51,0.9991217798594847,1.0064369556985993,1.0148486579097658
26,Countryside,0.25,0.0,0.25,True,0.3393,0.2429,0.1972,0.3377,0.0,inf,23.12,summer,18.37,Countryside,False,0.3415,0.0,0.194,0.3338,0.0,inf,-31.428,winter,19.56,0.9935578330893118,0.7356497390861653,0.9391615541922291
27,Countryside,0.25,0.0,0.5,True,0.3362,0.222,0.2067,0.3228,0.0,inf,-32.58,summer,20.19,Countryside,False,0.3429,0.0,0.2012,0.321,0.0,inf,-37.692,winter,22.23,0.9804607757363664,0.8643744030563514,0.9082321187584346
28,Countryside,0.25,0.0,0.75,True,0.3355,0.2002,0.2148,0.3104,0.0,inf,-36.372,summer,21.98,Countryside,False,0.3439,0.0,0.2072,0.3118,0.0,inf,-48.692,winter,24.67,0.975574294853155,0.7469810235767682,0.8909606809890555
29,Countryside,0.25,0.0,1.0,True,0.3365,0.1946,0.2149,0.3063,0.0,inf,-37.14,winter,23.74,Countryside,False,0.3446,0.0,0.2131,0.3068,0.0,inf,-52.992,winter,27.63,0.9764944863609982,0.7008605072463768,0.859211002533478
30,Countryside,0.25,0.25,0.0,True,0.3073,0.2005,0.2903,0.4171,0.7704,4.3166,-80.404,winter,47.74,Countryside,False,0.3342,0.0,0.3223,0.4332,0.7253,6.3785,-66.3,winter,49.81,0.919509275882705,1.2127300150829563,0.9584420799036338
31,Countryside,0.25,0.25,0.25,True,0.3062,0.1905,0.2944,0.4072,0.7686,4.4017,-80.404,winter,47.7,Countryside,False,0.3344,0.0,0.3266,0.4233,0.7253,6.3785,-66.3,winter,50.67,0.9156698564593303,1.2127300150829563,0.941385435168739
32,Countryside,0.25,0.25,0.5,True,0.3084,0.1744,0.3036,0.3923,0.7704,4.3908,-80.404,winter,48.68,Countryside,False,0.3357,0.0,0.3337,0.4097,0.7253,6.3785,-71.632,winter,50.87,0.9186773905272565,1.1224592360955996,0.9569490859052487
33,Countryside,0.25,0.25,0.75,True,0.3078,0.1618,0.3115,0.3784,0.7695,4.4005,-82.096,winter,48.73,Countryside,False,0.3365,0.0,0.3397,0.4002,0.7253,6.3785,-82.632,winter,51.44,0.9147102526002971,0.9935134088488721,0.9473172628304821
34,Countryside,0.25,0.25,1.0,True,0.3098,0.1576,0.313,0.377,0.7704,4.3991,-82.72,winter,49.88,Countryside,False,0.3371,0.0,0.3456,0.3963,0.7253,6.3785,-84.152,winter,52.23,0.9190151290418274,0.9829831733054473,0.955006701129619
35,Countryside,0.25,0.5,0.0,True,0.3121,0.18,0.3398,0.3862,1.1371,3.1638,-101.524,winter,64.85,Countryside,False,0.3389,0.0,0.3828,0.403,1.0713,4.7506,-86.268,winter,67.26,0.9209206255532606,1.1768442527936198,0.9641688968183169
36,Countryside,0.25,0.5,0.25,True,0.3126,0.1707,0.3455,0.3772,1.1381,3.168,-101.524,winter,65.27,Countryside,False,0.339,0.0,0.387,0.3938,1.0713,4.7506,-86.268,winter,67.72,0.9221238938053097,1.1768442527936198,0.9638216184288245
37,Countryside,0.25,0.5,0.5,True,0.3142,0.1693,0.362,0.3646,1.1394,3.1046,-101.524,winter,66.09,Countryside,False,0.3401,0.0,0.3942,0.3815,1.0713,4.7506,-86.268,winter,67.92,0.9238459276683327,1.1768442527936198,0.9730565371024735
38,Countryside,0.25,0.5,0.75,True,0.3152,0.1601,0.3647,0.3527,1.1414,3.1033,-103.216,winter,68.09,Countryside,False,0.3408,0.0,0.4002,0.3729,1.0713,4.7506,-93.956,winter,68.39,0.9248826291079811,1.0985567712546298,0.9956133937710192
